Round,Nr.1,Nr.2,Nr.3,Nr.4,Nr.5,Nr.6,Nr.7,Nr.8,Nr.9,Nr.10,Nr.11,Nr.12
3668,2,5,6,7,11,12,13,16,18,19,22,23
3669,1,2,3,4,6,10,11,12,14,17,21,24
3670,1,2,3,5,6,10,11,12,13,18,19,22
3671,4,6,7,8,10,12,15,16,18,19,21,24
3672,2,4,10,12,13,15,17,18,21,22,23,24
3673,2,3,7,10,12,13,16,17,21,22,23,24
3674,1,4,6,7,8,10,11,12,13,16,19,22
3675,1,3,5,6,7,12,13,15,18,19,20,24
3676,3,7,8,9,10,11,13,14,15,17,19,22
3677,3,4,6,11,15,16,17,18,19,20,21,24
3678,1,5,8,13,14,15,16,18,19,20,23,24
3679,4,7,8,9,10,11,13,19,20,21,22,24
3680,1,2,5,8,9,10,16,17,18,19,20,23
3681,3,5,7,8,9,12,13,16,17,18,21,22
3682,4,6,9,11,13,14,15,17,19,21,22,24
3683,2,4,5,7,10,12,13,14,17,18,19,20
3684,3,4,7,8,10,11,12,14,15,17,22,23
3685,1,2,4,5,6,7,8,10,12,13,18,23
3686,3,4,6,11,13,14,16,20,21,22,23,24
3687,3,5,6,8,9,10,11,12,13,17,18,23
3688,2,3,6,8,11,12,14,16,17,19,21,22
3689,1,3,4,9,11,12,14,16,19,20,21,23
3690,1,4,6,7,8,9,10,12,13,17,19,23
3691,1,5,8,10,13,14,18,20,21,22,23,24
3692,1,4,9,10,11,15,16,17,18,19,20,21
3693,1,4,5,7,8,9,12,15,17,22,23,24
3694,2,3,6,7,9,10,11,13,16,17,18,23
3695,1,3,4,5,9,10,13,15,19,20,21,22
3696,1,2,3,6,7,8,9,14,15,20,23,24
3697,2,4,6,7,8,9,13,14,15,16,19,24
3698,1,4,7,9,11,13,16,17,18,22,23,24
3699,1,2,5,9,11,12,13,14,16,19,22,24
3700,1,3,4,6,11,12,13,16,20,21,22,23
3701,1,4,5,6,9,10,11,12,14,18,21,22
3702,1,2,3,6,7,14,15,17,18,19,20,23
3703,3,6,7,9,12,13,14,16,17,18,20,21
3704,2,3,5,11,14,15,16,18,19,20,22,24
3705,2,4,5,8,9,10,11,13,14,19,21,24
3706,1,2,4,8,11,12,13,14,16,17,19,24
3707,4,5,10,12,14,15,16,18,19,20,21,24
3708,4,7,8,10,11,13,16,17,19,20,21,22
3709,6,8,10,11,13,14,15,16,17,18,19,21
3710,2,4,5,7,8,10,12,14,15,20,21,24
3711,2,4,5,6,14,17,18,19,21,22,23,24
3712,1,2,3,5,6,10,12,14,19,20,23,24
3713,3,4,6,9,10,11,12,13,15,16,20,23
3714,2,7,8,9,10,12,15,16,18,20,22,23
3715,1,2,4,5,6,12,13,16,17,21,23,24
3716,4,6,7,8,11,14,17,18,20,22,23,24
3717,1,3,4,7,11,12,13,14,18,21,23,24
3718,2,3,4,9,11,13,15,16,17,20,22,23
3719,2,4,5,7,9,11,15,16,18,19,20,23
3720,1,2,3,4,7,8,15,16,17,19,20,21
3721,1,5,8,11,12,13,14,15,16,21,22,24
3722,3,4,5,9,10,11,16,17,18,19,21,24
3723,1,7,8,9,11,13,14,16,20,21,22,24
3724,1,2,7,9,11,13,14,16,18,19,20,23
3725,1,3,4,6,7,9,11,12,15,16,17,22
3726,6,7,10,11,12,14,15,16,17,18,21,22
3727,1,5,8,9,11,12,14,17,20,22,23,24
3728,2,4,5,6,13,14,18,19,20,22,23,24
3729,2,3,5,7,8,10,12,15,18,20,23,24
3730,1,5,6,8,11,14,16,17,18,19,21,23
3731,3,7,8,9,10,11,12,16,20,21,22,24
3732,6,8,9,10,15,16,17,18,20,21,22,23
3733,1,2,5,7,8,9,10,12,15,16,21,24
3734,1,4,5,6,7,8,11,13,14,18,20,24
3735,3,6,8,9,10,11,13,14,16,18,20,21
3736,1,3,6,8,9,10,12,16,18,20,21,23
3737,1,2,3,5,6,7,8,11,12,16,18,21
3738,2,5,6,9,10,12,13,17,19,20,23,24
3739,4,6,7,8,10,11,13,14,16,17,21,24
3740,1,4,5,6,11,12,14,15,16,20,21,23
3741,3,4,6,10,12,13,15,18,21,22,23,24
3742,1,3,8,9,12,14,15,16,19,20,22,24
3743,1,2,6,7,12,13,14,16,17,20,21,22
3744,2,4,6,7,9,12,13,14,17,18,22,24
3745,1,3,6,7,8,9,14,15,17,18,19,24
3746,1,2,3,4,5,6,7,9,12,14,18,21
3747,3,6,10,13,14,15,17,18,19,21,22,23
3748,4,6,7,8,10,11,12,14,19,21,22,24
3749,1,3,4,9,11,12,15,16,17,21,23,24
3750,1,2,3,5,8,12,14,16,17,18,20,22
3751,1,2,3,4,7,8,10,11,17,18,20,22
3752,1,2,8,9,10,11,13,16,17,19,21,22
3753,1,3,4,6,7,8,13,18,19,20,23,24
3754,1,3,5,7,8,12,13,14,15,17,21,22
3755,1,5,9,11,14,15,17,18,19,21,23,24
3756,3,5,6,9,10,14,15,16,18,20,22,24
3757,2,3,4,5,7,10,11,12,18,21,22,23
3758,2,3,7,10,11,12,13,15,19,20,22,23
3759,1,2,6,7,8,9,16,17,18,21,23,24
3760,1,4,6,8,10,11,15,16,18,21,22,23
3761,4,6,8,9,11,15,16,18,20,21,22,24
3762,1,4,5,6,7,12,17,18,20,22,23,24
3763,1,3,4,5,9,11,15,16,17,19,20,21
3764,1,2,3,4,5,6,7,8,10,17,20,23
3765,1,4,7,13,14,15,16,17,18,19,20,24
3766,3,7,8,9,11,13,14,18,19,21,23,24
3767,2,4,5,6,8,10,11,12,14,15,17,23
3768,1,2,6,9,11,13,14,15,16,17,20,23
3769,1,4,5,6,7,8,11,12,15,17,22,24
3770,1,3,4,7,8,9,13,16,21,22,23,24
3771,4,5,9,11,14,16,18,19,20,22,23,24
3772,1,2,4,5,6,10,14,16,17,18,20,21
3773,3,4,5,11,12,14,15,16,17,22,23,24
3774,2,3,4,5,9,11,12,14,15,18,21,23
3775,2,5,6,8,10,11,12,13,19,20,22,24
3776,1,5,6,7,13,14,15,16,18,22,23,24
3777,1,2,3,4,6,8,14,15,16,18,20,22
3778,3,4,5,10,11,13,14,17,20,21,22,23
3779,1,4,5,6,7,8,12,13,19,20,22,24
3780,1,2,8,9,10,12,13,14,15,18,21,23
3781,1,2,3,8,10,14,15,16,18,19,20,23
3782,1,3,4,7,8,11,12,16,17,18,21,24
3783,2,5,6,7,8,9,10,11,14,17,18,24
3784,4,5,6,7,8,9,10,11,15,20,22,24
3785,1,2,3,7,9,14,15,16,18,19,20,24
3786,2,3,5,8,9,10,11,12,14,15,16,18
3787,2,5,6,12,13,14,15,17,18,20,21,22
3788,1,2,3,4,7,9,10,12,16,17,22,24
3789,1,3,4,5,10,11,13,16,17,19,20,22
3790,1,4,7,9,10,11,12,13,14,16,18,24
3791,4,5,6,9,10,13,16,17,18,20,21,23
3792,1,6,7,11,12,13,14,16,18,19,20,24
3793,3,4,7,8,9,11,14,16,17,19,22,24
3794,1,4,7,8,9,11,12,14,16,17,18,24
3795,3,5,7,10,11,13,14,16,17,19,21,22
3796,2,4,5,7,10,11,13,14,16,19,20,24
3797,2,3,5,6,7,10,11,18,19,20,21,23
3798,3,4,6,10,12,14,15,16,19,20,23,24
3799,3,4,5,9,10,11,13,14,20,21,22,23
3800,2,3,6,9,12,14,15,16,20,21,22,24
3801,1,2,5,9,15,17,18,19,21,22,23,24
3802,1,3,4,7,9,10,13,14,15,20,22,23
3803,2,4,5,6,7,9,11,12,13,14,18,19
3804,1,2,6,9,10,11,12,14,19,20,23,24
3805,1,2,5,6,7,9,10,14,15,16,20,24
3806,2,5,7,8,10,13,15,17,19,20,21,24
3807,2,3,4,10,12,13,16,17,18,19,21,23
3808,1,5,7,8,12,16,18,19,21,22,23,24
3809,1,3,7,9,12,13,16,17,19,20,21,23
3810,2,3,6,7,8,9,10,12,15,17,20,23
3811,1,2,6,7,8,10,11,14,15,16,21,23
3812,1,3,6,13,14,15,16,19,20,21,23,24
3813,2,3,4,5,13,15,19,20,21,22,23,24
3814,1,3,5,8,9,10,11,15,18,20,22,24
3815,4,5,10,11,13,14,16,17,18,19,21,24
3816,3,4,6,9,10,11,14,16,19,20,21,24
3817,1,3,4,7,11,12,14,15,16,20,21,22
3818,1,3,4,5,7,8,9,11,18,20,22,23
3819,2,3,4,5,9,10,14,15,17,20,23,24
3820,1,2,7,11,12,13,14,15,16,20,21,22
3821,2,4,7,8,9,13,15,16,17,18,22,23
3822,3,5,6,7,8,11,12,13,14,19,22,23
3823,1,2,5,8,9,11,12,13,14,15,18,19
3824,3,4,5,6,7,9,13,14,16,18,22,24
3825,2,3,4,5,7,8,9,16,21,22,23,24
3826,1,6,7,9,11,13,14,17,19,20,22,23
3827,5,9,10,11,12,14,15,16,17,20,21,24
3828,3,4,9,11,15,16,18,19,21,22,23,24
3829,1,2,6,9,10,11,15,16,19,21,22,24
3830,1,2,3,6,8,9,11,13,16,17,21,22
3831,3,4,7,8,9,10,12,14,16,21,22,24
3832,1,2,4,9,10,13,15,16,17,19,21,23
3833,1,4,8,9,12,17,18,19,21,22,23,24
3834,2,3,5,6,7,9,13,14,15,19,21,23
3835,1,5,6,7,8,9,12,15,17,18,19,23
3836,1,3,6,8,11,12,13,14,15,19,20,21
3837,2,6,7,10,11,12,13,19,20,21,22,24
3838,1,2,5,7,8,9,10,16,17,21,22,23
3839,2,3,5,6,8,11,13,14,15,17,22,24
3840,1,2,4,5,7,11,12,14,16,17,19,22
3841,3,4,7,9,10,12,15,16,18,19,22,23
3842,1,2,3,4,5,6,7,9,10,11,12,23
3843,3,4,6,7,10,12,13,14,19,20,23,24
3844,1,2,4,6,8,9,12,17,18,21,22,23
3845,2,3,4,6,8,11,12,15,17,19,22,23
3846,1,3,6,7,9,11,12,16,17,19,22,24
3847,3,4,5,10,11,13,14,15,16,20,23,24
3848,1,2,9,10,12,14,16,18,19,20,22,24
3849,1,2,3,4,5,6,12,18,20,21,23,24
3850,2,4,5,7,8,9,10,11,13,16,17,24
3851,2,4,7,10,11,12,13,15,18,20,21,23
3852,2,5,6,7,8,9,10,12,14,16,17,21
3853,1,3,5,6,7,9,10,12,14,16,23,24
3854,1,3,5,6,7,10,12,14,17,19,22,24
3855,2,4,6,9,12,13,14,15,17,22,23,24
3856,1,3,5,8,9,10,11,12,16,19,21,23
3857,3,4,5,6,7,8,11,12,16,19,22,24
3858,3,6,7,8,10,14,15,16,20,22,23,24
3859,1,3,5,7,8,10,11,16,17,18,19,22
3860,2,6,10,11,12,13,14,15,16,18,19,23
3861,1,7,8,10,11,14,15,16,18,19,23,24
3862,2,4,5,6,7,10,11,13,15,18,21,23
3863,2,6,7,9,10,11,12,14,15,16,17,24
3864,5,8,10,11,12,13,14,15,16,20,21,24
3865,1,2,4,6,12,13,14,17,18,20,22,24
3866,2,3,4,6,7,10,12,18,19,21,23,24
3867,1,4,5,7,13,14,15,16,18,20,21,23
3868,1,2,6,7,9,10,11,13,14,15,21,23
3869,5,6,7,9,10,11,15,16,18,22,23,24
3870,1,3,4,6,12,14,15,16,19,21,22,24
3871,2,5,7,8,12,13,15,16,20,22,23,24
3872,2,7,9,10,12,13,15,16,17,18,21,23
3873,2,9,11,13,14,15,16,17,18,22,23,24
3874,2,7,8,9,11,12,15,16,17,21,22,23
3875,2,3,4,6,7,8,10,11,12,14,16,23
3876,3,7,9,10,11,12,15,17,18,19,21,23
3877,2,3,6,9,12,14,15,17,18,20,22,24
3878,1,4,7,8,9,10,11,12,14,16,20,22
3879,3,4,7,8,10,12,13,14,15,21,23,24
3880,2,3,4,5,7,10,12,13,15,18,20,24
3881,1,6,7,8,9,12,15,16,17,20,21,22
3882,1,4,6,7,9,10,11,12,13,22,23,24
3883,1,2,4,5,8,9,10,12,14,15,19,22
3884,2,3,4,6,9,11,13,14,20,21,22,23
3885,1,4,5,10,11,12,14,15,16,20,23,24
3886,1,2,5,7,8,10,11,17,19,20,22,24
3887,1,2,5,6,9,10,12,15,16,17,20,24
3888,2,5,6,9,11,12,15,16,18,19,20,24
3889,3,5,6,9,14,15,16,17,18,19,23,24
3890,1,2,5,8,10,13,14,16,18,20,22,23
3891,1,3,6,7,8,12,13,14,20,21,23,24
3892,1,2,5,7,9,13,15,16,18,21,23,24
3893,3,7,9,10,13,14,15,17,18,21,22,23
3894,1,4,6,8,12,13,14,16,17,18,21,23
3895,2,3,6,7,10,11,15,16,17,19,21,24
3896,1,6,7,8,10,12,13,14,15,16,18,20
3897,1,3,4,5,7,9,13,16,19,20,21,22
3898,1,3,5,8,9,12,16,19,20,21,22,24
3899,1,5,7,8,10,13,14,16,18,20,22,23
3900,1,2,4,5,7,9,11,12,13,16,17,20
3901,1,3,8,10,13,14,17,18,20,21,23,24
3902,3,4,5,7,9,11,12,14,15,21,22,24
3903,3,6,9,10,11,14,16,18,19,20,22,23
3904,1,2,4,5,6,8,11,12,14,18,20,23
3905,1,4,5,6,8,10,12,13,15,17,19,20
3906,1,3,4,8,10,11,13,15,16,18,20,22
3907,1,7,9,11,12,13,15,16,19,21,22,23
3908,1,3,4,6,11,12,13,15,18,20,21,22
3909,3,5,6,7,8,11,15,16,19,21,22,23
3910,3,5,8,9,10,12,16,19,20,21,22,24
3911,3,4,6,9,10,11,15,16,17,19,23,24
3912,2,3,4,5,7,8,9,12,13,18,22,24
3913,1,2,3,5,6,11,12,14,15,19,20,22
3914,4,7,9,12,14,15,16,17,18,21,22,24
3915,1,2,11,12,14,15,18,19,20,21,23,24
3916,5,6,7,8,9,10,11,17,19,21,23,24
3917,1,2,3,5,6,7,8,16,17,19,20,21
3918,1,5,7,8,10,12,13,14,17,20,23,24
3919,3,5,6,11,12,13,14,17,19,20,21,22
3920,1,3,4,5,6,7,8,13,15,17,22,23
3921,6,7,9,10,12,15,17,18,19,20,21,23
3922,1,4,5,6,7,9,10,13,16,18,20,24
3923,1,2,6,8,9,13,14,15,19,20,21,23
3924,1,2,6,7,11,12,13,15,18,19,21,24
3925,1,3,6,7,10,12,13,14,15,20,22,23
3926,2,4,5,6,10,11,12,13,14,17,22,24
3927,2,5,8,10,11,12,14,16,17,19,22,24
3928,1,5,7,10,11,12,14,17,18,19,21,22
3929,3,4,7,8,11,12,13,14,19,21,22,24
3930,2,3,7,8,10,11,13,14,16,17,18,24
3931,1,4,5,7,9,10,12,14,15,16,23,24
3932,2,3,7,8,9,11,13,15,16,17,19,23
3933,1,2,5,6,7,8,10,11,19,21,22,24
3934,1,4,6,7,10,12,16,17,20,22,23,24
3935,2,7,8,9,10,12,13,16,19,21,22,24
3936,1,2,4,5,6,7,8,9,13,15,16,18
3937,2,3,5,7,13,14,15,16,21,22,23,24
3938,1,3,4,5,8,9,12,19,20,21,22,24
3939,5,6,7,9,12,13,15,17,18,20,21,22
3940,2,3,4,5,8,10,13,15,18,20,21,22
3941,4,6,7,9,10,13,16,17,21,22,23,24
3942,1,4,6,10,12,14,15,16,18,20,21,22
3943,3,4,7,8,10,11,13,19,20,21,22,23
3944,4,6,7,8,9,11,12,14,17,18,21,22
3945,1,2,3,5,6,7,13,16,17,18,20,22
3946,1,2,4,7,12,15,16,17,20,21,22,23
3947,4,6,7,8,10,13,14,15,16,20,21,24
3948,1,3,4,10,11,12,13,14,15,16,18,20
3949,1,3,10,12,14,15,18,19,20,21,22,23
3950,7,8,13,15,16,17,18,20,21,22,23,24
3951,5,6,7,9,10,12,14,15,16,19,21,23
3952,3,5,10,11,12,13,14,15,17,18,20,21
3953,1,5,9,10,14,15,16,18,19,22,23,24
3954,2,6,7,9,13,15,16,17,20,21,23,24
3955,1,4,5,8,9,10,11,13,16,17,18,22
3956,2,4,5,7,8,10,12,13,16,19,22,23
3957,3,7,9,10,11,13,14,15,18,19,22,24
3958,4,5,6,7,13,15,17,18,19,20,23,24
3959,1,3,5,7,9,11,12,18,20,21,22,24
3960,1,2,5,6,7,8,10,16,21,22,23,24
3961,1,2,4,6,8,10,14,16,17,18,19,22
3962,1,4,5,9,10,11,12,14,17,21,22,24
3963,2,3,4,8,9,10,11,12,13,16,18,22
3964,1,2,3,5,6,8,11,14,16,18,23,24
3965,1,2,6,9,11,12,13,15,16,17,22,24
3966,1,2,3,4,5,6,8,12,13,16,21,23
3967,1,4,5,7,10,11,12,16,18,21,22,24
3968,1,3,5,6,11,12,14,16,17,18,20,21
3969,1,2,5,6,8,10,13,14,15,18,21,24
3970,4,6,7,8,9,11,15,16,17,19,21,23
3971,2,3,4,5,6,8,10,13,14,16,17,22
3972,4,5,7,8,9,15,16,18,20,21,23,24
3973,5,6,8,10,11,12,13,16,20,21,22,23
3974,2,6,8,9,12,13,15,17,19,20,21,22
3975,1,3,5,10,11,12,14,18,19,20,21,24
3976,2,3,4,5,6,7,8,12,14,16,20,21
3977,1,3,6,7,8,9,10,11,13,17,20,21
3978,1,2,3,4,7,9,11,12,14,17,20,22
3979,3,4,5,7,8,9,10,11,14,20,21,23
3980,2,4,6,7,8,10,11,12,15,16,18,22
3981,2,4,7,8,10,11,14,15,17,19,20,22
3982,4,6,8,9,12,13,14,16,17,20,23,24
3983,4,5,6,8,11,12,13,14,15,17,19,21
3984,1,2,3,8,10,12,13,16,18,21,22,24
3985,2,3,4,5,7,9,12,14,17,18,20,21
3986,2,5,6,7,10,11,13,16,18,19,21,24
3987,1,4,6,10,11,12,13,14,15,16,20,22
3988,3,4,5,6,8,13,14,15,17,18,22,23
3989,1,3,4,8,11,14,15,17,18,19,20,23
3990,2,4,5,6,7,11,14,17,21,22,23,24
3991,2,3,5,7,10,11,12,13,15,17,23,24
3992,1,2,3,6,8,9,10,11,16,18,21,23
3993,2,5,6,7,8,9,13,14,17,19,21,23
3994,5,6,7,8,10,16,17,18,20,21,22,24
3995,3,5,8,10,11,12,15,16,17,18,19,23
3996,1,6,7,8,9,11,16,19,21,22,23,24
3997,1,2,4,5,10,15,16,17,19,22,23,24
3998,3,5,11,12,15,16,17,20,21,22,23,24
3999,3,4,5,9,11,13,17,19,21,22,23,24
4000,2,8,9,10,13,15,16,17,20,21,23,24
4001,1,7,8,11,12,14,16,18,19,20,21,23
4002,2,3,5,6,7,8,12,13,15,18,22,23
4003,1,2,5,6,7,8,9,10,11,13,14,17
4004,1,2,4,5,6,7,8,12,13,15,20,22
4005,1,3,4,5,6,7,9,11,15,18,21,24
4006,2,3,4,5,6,7,11,13,14,17,18,24
4007,5,6,7,8,9,13,16,17,18,19,22,24
4008,2,4,5,7,8,9,17,18,20,21,22,24
4009,1,3,5,6,7,8,11,14,17,19,20,24
4010,2,5,8,11,12,13,15,17,18,20,21,23
4011,3,4,5,7,9,10,17,18,19,21,23,24
4012,1,5,6,7,8,9,11,13,16,18,21,22
4013,1,2,4,6,7,8,11,13,14,18,20,22
4014,2,4,5,8,10,12,13,17,20,21,22,23
4015,2,4,6,8,10,12,15,17,18,20,22,24
4016,1,4,5,7,8,10,11,18,20,21,23,24
4017,1,3,6,9,11,14,15,20,21,22,23,24
4018,1,3,4,6,10,12,13,17,19,20,21,22
4019,1,2,3,5,6,9,12,17,18,19,20,22
4020,1,2,3,7,8,10,11,14,15,16,19,24
4021,2,4,8,11,12,13,17,19,21,22,23,24
4022,2,4,6,9,10,11,15,16,17,19,21,24
4023,2,4,8,9,10,14,15,16,18,20,23,24
4024,2,4,6,7,8,9,11,13,15,17,19,21
4025,4,7,8,10,12,15,16,18,19,21,22,23
4026,1,6,7,9,10,11,12,15,16,20,21,24
4027,2,3,4,6,7,11,12,13,15,17,21,22
4028,4,5,6,7,9,10,15,17,18,21,23,24
4029,2,3,4,6,9,10,11,12,14,15,20,21
4030,2,4,5,6,7,8,11,12,19,22,23,24
4031,1,2,3,5,6,7,8,12,17,19,23,24
4032,2,4,5,6,7,13,14,17,19,20,21,23
4033,1,4,6,8,9,10,11,14,15,18,19,24
4034,2,3,4,5,8,10,14,18,19,20,22,23
4035,1,2,3,5,9,10,11,14,15,17,18,22
4036,3,6,7,8,9,13,14,15,16,18,20,22
4037,1,2,4,6,10,13,15,17,18,21,22,23
4038,2,3,7,8,12,13,14,15,18,21,22,24
4039,1,3,5,9,10,12,14,17,18,19,20,24
4040,2,4,8,9,10,13,14,15,17,19,20,23
4041,4,5,6,8,13,14,17,18,20,21,23,24
4042,4,5,6,7,10,11,12,13,14,18,22,23
4043,4,5,7,9,10,13,14,15,16,17,22,23
4044,1,2,3,4,5,7,10,12,14,15,18,23
4045,2,4,5,6,7,9,10,14,17,18,23,24
4046,1,2,7,11,12,13,14,16,18,20,21,22
4047,1,2,7,8,9,10,13,17,18,19,20,23
4048,2,3,4,7,9,12,14,16,18,20,21,24
4049,2,4,7,9,10,12,14,16,17,18,19,22
4050,1,2,3,4,5,9,10,11,15,18,20,24
4051,1,3,7,9,12,13,15,16,17,20,23,24
4052,1,2,5,7,8,9,10,11,12,19,23,24
4053,2,4,5,7,9,10,13,16,17,18,19,24
4054,1,2,5,8,12,14,17,18,19,20,21,23
4055,3,4,7,9,11,13,15,16,17,19,21,24
4056,1,2,4,5,10,11,12,16,17,19,22,24
4057,2,4,5,6,7,9,13,16,17,18,19,22
4058,2,6,7,8,9,12,13,15,16,17,21,23
4059,5,6,7,8,9,10,14,15,16,17,20,23
4060,1,3,4,5,6,7,9,11,15,20,23,24
4061,2,3,4,5,7,8,9,12,16,17,21,22
4062,3,4,7,9,10,14,15,18,20,22,23,24
4063,3,4,6,9,10,13,14,17,18,20,22,24
4064,1,2,3,6,8,9,10,12,13,15,23,24
4065,1,3,5,11,13,14,17,18,19,21,23,24
4066,6,10,11,12,14,15,16,18,20,21,22,23
4067,1,2,4,5,6,7,14,15,16,17,22,24
4068,2,3,8,10,14,18,19,20,21,22,23,24
4069,5,6,7,10,12,13,16,18,19,20,21,23
4070,1,2,4,7,8,10,11,15,16,18,21,22
4071,1,4,5,6,9,10,12,15,17,18,19,22
4072,5,7,11,12,14,16,17,18,19,20,22,23
4073,2,3,5,7,11,12,13,17,18,20,21,24
4074,2,5,7,9,10,11,12,15,17,19,22,24
4075,2,4,5,6,7,9,11,18,19,20,22,24
4076,2,3,4,7,8,13,17,18,19,20,21,24
4077,1,2,3,5,6,8,11,14,16,21,22,24
4078,2,3,4,8,11,12,14,15,18,19,22,23
4079,3,7,8,9,10,11,13,16,19,21,23,24
4080,1,3,5,7,8,9,10,12,18,21,23,24
4081,1,4,10,12,14,15,16,19,20,22,23,24
4082,1,2,5,9,10,11,13,14,16,20,21,23
4083,1,3,5,6,7,11,13,14,15,16,17,20
4084,1,2,7,10,13,14,15,18,19,21,23,24
4085,2,4,5,6,7,10,11,12,15,17,19,24
4086,2,3,4,5,6,8,10,11,14,16,23,24
4087,1,4,5,7,8,9,12,14,15,17,19,23
4088,2,6,7,8,11,13,15,16,17,20,22,24
4089,3,4,7,10,11,12,13,14,17,19,22,24
4090,6,7,8,10,16,17,19,20,21,22,23,24
4091,1,3,7,8,10,12,15,17,19,22,23,24
4092,2,3,7,8,10,12,13,14,15,21,23,24
4093,1,4,5,6,7,10,12,15,16,18,19,23
4094,3,5,6,7,8,9,10,11,13,21,22,24
4095,1,3,4,7,8,9,12,17,18,19,22,24
4096,1,2,5,10,12,13,16,17,18,19,21,24
4097,2,4,8,10,11,12,13,14,15,18,20,22
4098,1,2,5,8,9,11,17,18,19,20,22,23
4099,1,2,3,7,10,13,14,15,17,21,23,24
4100,1,2,3,7,13,16,17,19,20,22,23,24
4101,1,2,3,4,8,9,10,11,14,20,21,23
4102,1,3,6,9,12,13,14,15,17,18,19,24
4103,7,8,9,11,12,13,14,15,18,20,22,24
4104,2,3,6,7,9,11,13,14,15,17,19,21
4105,2,5,8,11,12,13,14,15,16,17,18,21
4106,4,5,7,13,14,15,17,19,20,21,23,24
4107,1,2,3,4,5,8,11,12,14,16,19,21
4108,2,3,4,6,7,9,14,16,19,21,23,24
4109,2,4,7,8,9,10,13,15,17,18,21,24
4110,1,5,6,7,9,10,11,12,19,20,21,23
4111,3,4,6,9,10,13,14,15,17,18,22,23
4112,2,4,5,6,7,8,10,12,18,20,22,23
4113,1,4,6,12,13,14,15,18,21,22,23,24
4114,2,3,4,6,7,8,11,14,16,18,19,24
4115,5,7,9,11,12,13,15,16,19,21,22,24
4116,1,4,5,6,8,11,15,19,20,21,22,23
4117,2,5,8,9,10,12,15,16,17,18,21,22
4118,1,6,7,10,11,12,13,14,16,19,23,24
4119,2,3,6,7,8,9,10,12,14,15,19,23
4120,1,2,5,7,8,10,11,12,14,21,22,23
4121,1,4,7,8,9,10,12,16,17,19,20,24
4122,1,2,5,12,14,15,16,18,21,22,23,24
4123,1,3,4,5,6,9,10,11,12,17,18,24
4124,1,6,11,12,15,17,18,19,20,21,23,24
4125,3,4,6,8,9,10,12,14,15,17,21,24
4126,2,4,5,9,10,11,12,17,19,21,22,23
4127,2,3,4,5,7,8,11,12,14,19,22,24
4128,1,3,4,5,7,8,14,19,21,22,23,24
4129,1,3,4,7,12,13,14,17,19,20,22,24
4130,2,3,5,6,9,11,15,17,18,21,22,23
4131,1,2,3,4,6,9,11,12,14,15,17,20
4132,1,2,3,7,8,9,10,11,12,18,19,20
4133,2,3,7,9,10,12,13,14,16,19,20,22
4134,2,4,8,10,11,13,15,17,19,21,22,24
4135,1,4,7,9,12,14,15,16,17,18,21,23
4136,1,2,4,5,6,8,11,17,19,20,22,23
4137,1,3,4,6,8,9,12,14,15,17,18,24
4138,2,3,6,7,11,12,15,16,17,20,23,24
4139,6,7,9,10,13,15,18,19,21,22,23,24
4140,1,3,5,6,11,13,16,18,19,20,21,24
4141,1,2,3,5,6,7,12,13,14,16,18,23
4142,2,3,8,9,12,13,14,15,16,17,18,24
4143,2,4,7,9,10,11,12,13,14,15,16,18
4144,1,2,3,4,9,11,13,14,16,22,23,24
4145,2,5,8,11,12,14,15,16,17,18,20,21
4146,1,4,7,8,11,14,15,16,17,21,22,24
4147,1,2,4,5,6,7,9,13,16,20,22,24
4148,8,9,12,13,14,15,16,17,18,19,20,23
4149,2,3,5,6,8,10,11,13,14,16,20,23
4150,3,4,5,7,8,10,14,16,18,19,20,23
4151,1,5,6,7,13,14,15,16,17,18,19,22
4152,1,4,6,7,8,11,12,14,15,17,22,23
4153,1,3,5,10,11,13,14,18,19,21,22,23
4154,3,4,6,10,11,12,15,19,20,21,22,23
4155,2,3,4,5,6,8,9,10,15,19,20,23
4156,1,2,4,5,6,7,8,10,11,14,17,20
4157,5,7,8,10,11,12,13,14,15,16,18,23
4158,1,6,10,11,12,14,15,16,17,21,22,23
4159,1,2,3,5,8,12,14,16,17,21,22,23
4160,4,7,8,9,11,12,15,17,19,21,22,23
4161,1,3,5,6,9,13,15,17,19,20,21,23
4162,4,5,6,8,9,10,11,13,18,19,22,23
4163,1,3,8,9,10,11,12,15,18,21,23,24
4164,1,4,6,7,8,12,13,16,19,20,22,24
4165,2,3,5,8,9,11,13,17,18,20,21,24
4166,1,6,8,11,14,18,19,20,21,22,23,24
4167,2,3,4,7,9,12,14,17,18,21,23,24
4168,3,4,6,11,12,13,16,18,20,21,22,23
4169,3,6,7,8,11,12,15,16,17,20,21,22
4170,4,7,9,11,12,13,14,17,20,21,23,24
4171,1,4,5,9,10,12,14,16,17,18,19,22
4172,2,3,5,7,8,10,14,15,17,18,22,23
4173,2,5,6,7,8,9,10,12,15,16,17,21
4174,1,6,10,11,12,13,14,15,16,17,18,23
4175,2,4,5,9,13,14,16,17,18,21,23,24
4176,3,4,5,6,9,12,14,16,17,20,22,23
4177,3,5,8,10,13,14,18,19,20,21,22,24
4178,1,3,5,8,9,10,12,14,15,17,21,24
4179,1,2,5,7,11,12,14,15,16,17,22,23
4180,2,7,10,14,15,16,17,19,21,22,23,24
4181,4,5,6,7,9,10,11,16,17,18,20,22
4182,1,5,7,8,9,10,12,14,17,19,20,22
